id,scientific_name,latitude,longitude,year,month,day
38943135,Physcomitrium pyriforme,36.53289909,-87.35052631,2020,2,20
39065062,Physcomitrium pyriforme,32.52823795,-92.64230168,2020,2,22
39086995,Physcomitrium pyriforme,38.87901667,-77.09190283,2020,2,22
39088630,Physcomitrium pyriforme,31.59338667,-89.19979167,2020,2,17
39096517,Physcomitrium pyriforme,31.59336333,-89.19982167,2020,2,17
39096993,Physcomitrium pyriforme,33.22540319,-96.93850112,2020,2,23
39105396,Physcomitrium pyriforme,33.76400792,-84.36337698,2020,2,23
39128175,Physcomitrium pyriforme,35.71999359,-78.91203308,2020,2,23
39147418,Physcomitrium pyriforme,55.22333,11.80581333,2020,2,21
39174605,Physcomitrium pyriforme,38.65792148,-75.24892553,2020,2,24
39180373,Physcomitrium,32.78025778,-97.08740734,2019,4,28
39180374,Physcomitrium,32.78025969,-97.08739593,2019,4,28
39180375,Physcomitrium pyriforme,32.78026082,-97.08739593,2019,4,21
39185917,Physcomitrium,37.571535,-84.26110667,2020,2,23
39224378,Physcomitrium pyriforme,35.9805129,-78.99854098,2020,2,25
39244411,Physcomitrium pyriforme,50.05627108,8.169823128,2014,3,8
39247505,Physcomitrium pyriforme,36.86759181,-76.18806584,2020,2,26
39288191,Physcomitrium pyriforme,36.55646019,-79.05685121,2020,2,27
39293970,Physcomitrium pyriforme,35.16181117,-89.67856667,2020,2,27
39324205,Physcomitrium pyriforme,32.93141167,-95.69937833,2020,2,28
39362354,Physcomitrium pyriforme,36.783195,-77.466775,2020,2,29
39370849,Physcomitrium pyriforme,35.97040176,-78.64209747,2020,2,29
39372071,Physcomitrium pyriforme,32.86516161,-97.10451077,2020,2,29
39377753,Physcomitrium,32.16442412,-98.28600495,2020,2,29
39381526,Physcomitrium pyriforme,38.879395,-77.0937945,2020,2,29
39390650,Physcomitrium pyriforme,34.82295833,-77.15233056,2020,2,28
39457633,Physcomitrium pyriforme,40.06121328,-74.28893805,2020,2,17
39472356,Physcomitrium pyriforme,39.02028617,-77.1105805,2020,3,2
39499882,Physcomitrium,36.58966644,-87.42315925,2020,3,3
39504257,Physcomitrium,37.56808611,-84.25863611,2020,3,3
39511339,Physcomitrium,32.16444172,-98.2861499,2020,3,3
39525751,Physcomitrium pyriforme,47.82273318,9.23000753,2020,3,4
39537206,Physcomitrium pyriforme,33.06322717,-96.99240533,2020,3,4
39541921,Physcomitrium,36.36252145,-94.17188284,2020,3,4
39620508,Physcomitrium pyriforme,35.91037369,-78.57592773,2020,3,6
39625199,Physcomitrium pyriforme,33.05104148,-97.02392191,2020,3,6
39657494,Physcomitrium pyriforme,33.21386529,-96.94390298,2020,3,7
39657639,Physcomitrium pyriforme,33.2139301,-96.94393148,2020,3,7
39657897,Physcomitrium pyriforme,33.21454596,-96.9438246,2020,3,7
39683468,Physcomitrium pyriforme,34.87506572,-77.12497712,2020,3,7
39714781,Physcomitrium pyriforme,33.18253248,-96.94203121,2020,3,8
39729187,Physcomitrium,36.98588383,-91.70013764,2020,3,8
39756465,Physcomitrium pyriforme,37.36247167,-76.77863333,2020,3,9
39756714,Physcomitrium pyriforme,37.36232833,-76.778275,2020,3,9
39756937,Physcomitrium pyriforme,37.362125,-76.77813667,2020,3,9
39757220,Physcomitrium pyriforme,37.36306333,-76.77960333,2020,3,9
39757266,Physcomitrium pyriforme,37.36213667,-76.778075,2020,3,9
39762539,Physcomitrium,36.36294214,-94.17243953,2020,3,4
39766384,Physcomitrium pyriforme,37.36233833,-76.77973833,2020,3,9
39766555,Physcomitrium pyriforme,37.36301667,-76.77905333,2020,3,9
39766630,Physcomitrium pyriforme,37.361795,-76.77963333,2020,3,9
39774071,Physcomitrium pyriforme,40.57407779,-74.61196772,2020,3,9
39779215,Physcomitrium pyriforme,38.87900333,-77.09185,2020,3,9
39781187,Physcomitrium,32.7881,-97.117877,2020,3,8
39800910,Physcomitrium pyriforme,37.36297167,-76.81153,2020,3,10
39801422,Physcomitrium pyriforme,37.36325,-76.78038833,2020,3,10
39808610,Physcomitrium pyriforme,37.36306167,-76.78205833,2020,3,10
39809166,Physcomitrium pyriforme,33.0238695,-97.14582783,2020,3,10
39812297,Physcomitrium pyriforme,37.031175,-76.77915833,2020,3,10
39831569,Physcomitrium,27.888175,-82.34729667,2020,2,29
39838998,Physcomitrium pyriforme,37.02065283,-76.33716667,2020,3,11
39843103,Physcomitrium pyriforme,37.35970333,-76.77839667,2020,3,11
39843122,Physcomitrium pyriforme,37.357905,-76.76926333,2020,3,11
39863673,Physcomitrium pyriforme,35.93133737,-78.99683246,2020,2,3
39890682,Physcomitrium pyriforme,35.95425669,-83.92984822,2020,3,12
39897734,Physcomitrium pyriforme,32.76808626,-97.0400981,2020,3,12
39898055,Physcomitrium pyriforme,37.03725833,-76.76425833,2020,3,12
39900137,Physcomitrium pyriforme,35.63036728,-78.70616913,2020,3,12
39901454,Physcomitrium pyriforme,38.3374167,-85.4620972,2020,3,12
39919065,Physcomitrium pyriforme,35.11832071,-88.556531,2020,3,10
39938215,Physcomitrium pyriforme,40.0182,-75.94371667,2020,3,13
39944545,Physcomitrium pyriforme,35.98044089,-78.99850816,2020,3,12
39947816,Physcomitrium pyriforme,37.03893333,-76.76593833,2020,3,12
39955982,Physcomitrium,32.788105,-97.117603,2020,3,12
39985479,Physcomitrium pyriforme,56.21178556,10.11308139,2020,3,14
39999329,Physcomitrium pyriforme,32.78017681,-97.08733678,2020,3,1
39999330,Physcomitrium pyriforme,32.78031198,-97.08710074,2020,3,12
39999331,Physcomitrium pyriforme,32.78022995,-97.08736181,2020,3,1
40048196,Physcomitrium pyriforme,40.55477503,-74.34137572,2020,3,15
40051408,Physcomitrium pyriforme,31.63051897,-84.16095797,2020,3,15
40056479,Physcomitrium pyriforme,39.46049339,-75.72657353,2020,3,15
40090860,Physcomitrium pyriforme,38.79288468,-76.22648231,2020,3,16
40092773,Physcomitrium pyriforme,38.62610094,-90.3798236,2020,3,16
40095801,Physcomitrium,31.51134044,-94.04880329,2020,3,9
40096505,Physcomitrium,38.806975,-77.31442667,2020,3,16
40100380,Physcomitrium pyriforme,35.96761656,-78.96806246,2020,3,16
40105077,Physcomitrium pyriforme,37.27979999,-77.47073631,2020,3,16
40128423,Physcomitrium pyriforme,38.73737123,-75.73521338,2020,3,17
40139599,Physcomitrium pyriforme,32.77065284,-97.24271595,2020,3,17
40139803,Physcomitrium pyriforme,35.60963699,-82.42848127,2020,3,17
40144811,Physcomitrium pyriforme,39.59475667,-82.761665,2020,3,17
40147037,Physcomitrium pyriforme,32.40848833,-81.78346333,2020,3,17
40147417,Physcomitrium pyriforme,40.56269949,-74.61347878,2020,3,17
40160616,Physcomitrium pyriforme,39.848853,-86.329758,2020,3,17
40160994,Physcomitrium,32.16441919,-98.28620294,2020,3,17
40175382,Physcomitrium pyriforme,39.857943,-86.282153,2020,3,17
40176922,Physcomitrium pyriforme,38.70559901,-76.59214944,2018,3,17
40190629,Physcomitrium pyriforme,34.22695076,-77.87146363,2020,2,22
40201175,Physcomitrium pyriforme,33.06165283,-96.97722,2020,3,18
40233656,Physcomitrium pyriforme,38.71234318,-75.91131095,2020,3,19
40235398,Physcomitrium pyriforme,40.48793011,-74.43695009,2020,3,19
40241391,Physcomitrium pyriforme,40.0154597,-75.2444334,2020,3,19
40247032,Physcomitrium pyriforme,39.75355464,-75.56848705,2020,3,19
40250373,Physcomitrium pyriforme,37.54593833,-84.24279167,2020,3,19
40286134,Physcomitrium pyriforme,40.0705945,-74.895395,2020,3,18
40289582,Physcomitrium pyriforme,38.2159851,-75.69987664,2020,3,2
40295574,Physcomitrium pyriforme,39.64500807,-75.38212761,2020,3,20
40299411,Physcomitrium pyriforme,34.22003,-77.87213833,2020,3,18
40304648,Physcomitrium pyriforme,39.33496855,-76.55053999,2020,3,20
40324979,Physcomitrium pyriforme,37.53509167,-77.43534167,2020,3,20
40375753,Physcomitrium,39.33444277,-76.62586319,2020,3,21
40398181,Physcomitrium pyriforme,36.37138465,-94.20638419,2020,3,21
40405128,Physcomitrium pyriforme,39.13265278,-76.90862222,2020,3,21
40445074,Physcomitrium pyriforme,39.71777778,-75.59277778,2020,3,21
40515529,Physcomitrium pyriforme,52.57855424,17.11047965,2020,3,21
40523005,Physcomitrium,32.78016655,-97.08732784,2020,3,20
40523860,Physcomitrium pyriforme,32.78012166,-97.08741966,2020,3,21
40561629,Physcomitrium pyriforme,40.28968497,-74.721506,2020,3,20
40563183,Physcomitrium pyriforme,38.89557162,-75.81720943,2019,3,30
40563957,Physcomitrium pyriforme,35.94106333,-97.03466667,2020,3,21
40566479,Physcomitrium,35.61882397,-79.15701197,2020,3,14
40573862,Physcomitrium,36.15110979,-78.97740475,2020,3,7
40593292,Physcomitrium,37.01953734,-94.7042828,2020,3,23
40604879,Physcomitrium pyriforme,38.1843,-83.43799667,2020,3,23
40606161,Physcomitrium pyriforme,38.66324318,-85.14430013,2020,3,23
40625736,Physcomitrium pyriforme,39.304775,-76.83319667,2020,3,20
40639286,Physcomitrium,38.17473588,-84.91885517,2020,3,23
40641255,Physcomitrium,37.5564803,-84.2678787,2020,3,24
40659576,Physcomitrium pyriforme,40.57403743,-74.61209007,2020,3,24
40659875,Physcomitrium pyriforme,39.33351868,-76.55353669,2020,3,24
40703082,Physcomitrium pyriforme,39.33608881,-76.54985871,2020,3,25
40713220,Physcomitrium pyriforme,36.194305,-79.33386167,2020,3,25
40713238,Physcomitrium pyriforme,37.629131,-84.792715,2020,3,25
40724303,Physcomitrium,37.9878599,-85.9317646,2020,3,25
40730919,Physcomitrium pyriforme,29.99016667,-92.09005,2020,3,25
40759272,Physcomitrium pyriforme,32.77491788,-97.09311171,2020,3,26
40763527,Physcomitrium,40.04353333,-75.30608333,2020,3,26
40767829,Physcomitrium,36.59363628,-87.41061428,2020,3,26
40769340,Physcomitrium pyriforme,40.05694341,-75.68476517,2020,3,26
40777204,Physcomitrium pyriforme,40.32004852,-75.39732096,2020,3,26
40782622,Physcomitrium pyriforme,33.78525833,-78.98631333,2020,3,26
40793616,Physcomitrium pyriforme,33.35526906,-87.50716459,2020,3,23
40795283,Physcomitrium pyriforme,36.59092143,-82.29319855,2020,3,25
40821231,Physcomitrium,38.84665206,-77.06552857,2020,3,27
40834667,Physcomitrium pyriforme,39.93526386,-76.14637601,2020,3,27
40838255,Physcomitrium pyriforme,40.27136566,-74.88571543,2020,3,27
40840002,Physcomitrium pyriforme,38.94802641,-75.52634434,2020,3,18
40844891,Physcomitrium pyriforme,40.29688833,-74.72008667,2020,3,27
40845609,Physcomitrium pyriforme,41.3440933,-81.32430015,2020,3,26
40861426,Physcomitrium pyriforme,39.75027778,-75.56666667,2020,3,27
40886658,Physcomitrium pyriforme,38.68775743,-75.38959806,2020,3,28
40889258,Physcomitrium pyriforme,36.00699642,-78.99225423,2020,3,28
40905123,Physcomitrium,40.84511542,-75.69996136,2020,3,28
40911591,Physcomitrium pyriforme,40.63733112,-74.56503372,2020,3,28
40912249,Physcomitrium pyriforme,40.84519285,-75.69998375,2020,3,28
40926920,Physcomitrium pyriforme,38.58872785,-90.40893822,2020,3,28
40972296,Physcomitrium,34.635992,-86.495799,2020,3,29
40982646,Physcomitrium pyriforme,39.9341425,-75.60332851,2020,3,29
40985114,Physcomitrium pyriforme,38.6126263,-90.4903524,2020,3,25
40997036,Physcomitrium pyriforme,39.852594,-86.316063,2020,3,28
41002591,Physcomitrium pyriforme,40.65226171,-73.98994445,2020,3,16
41005065,Physcomitrium pyriforme,37.3164008,-76.790413,2020,3,24
41005212,Physcomitrium pyriforme,37.31859,-76.79785,2020,3,24
41005268,Physcomitrium pyriforme,37.31828,-76.80001,2020,3,24
41006643,Physcomitrium pyriforme,39.10228056,-84.33850556,2020,3,29
41019356,Physcomitrium pyriforme,33.05407783,-97.02633617,2020,3,29
41019362,Physcomitrium pyriforme,33.0540805,-97.02632783,2020,3,29
41054513,Physcomitrium,38.80284851,-90.84326787,2020,3,30
41059657,Physcomitrium pyriforme,40.60266962,-74.53282485,2020,3,27
41064876,Physcomitrium pyriforme,33.0549195,-97.02701667,2020,3,29
41064938,Physcomitrium pyriforme,33.0549695,-97.0271,2020,3,29
41068250,Physcomitrium pyriforme,36.11365152,-80.37281603,2020,3,30
41074299,Physcomitrium pyriforme,41.5123764,-90.57125728,2020,3,30
41077483,Physcomitrium pyriforme,36.16057243,-78.84723668,2020,3,30
41102369,Physcomitrium pyriforme,41.88740833,-71.436705,2020,3,31
41117633,Physcomitrium pyriforme,40.56666787,-111.8108033,2020,3,31
41122678,Physcomitrium,41.09000129,-73.97910943,2020,3,31
41122764,Physcomitrium pyriforme,42.90791276,-96.88608063,2020,3,31
41199686,Physcomitrium pyriforme,39.21714789,-76.46380174,2020,3,30
41200316,Physcomitrium pyriforme,40.5739824,-74.61210188,2020,4,1
41201142,Physcomitrium pyriforme,33.05412217,-97.02629167,2020,4,1
41201190,Physcomitrium pyriforme,33.05412217,-97.02629167,2020,4,1
41201255,Physcomitrium pyriforme,33.05412217,-97.02629167,2020,4,1
41225529,Physcomitrium pyriforme,40.24637759,-7.816415005,2020,1,14
41235501,Physcomitrium pyriforme,40.00289817,-76.59201491,2020,4,2
41242058,Physcomitrium pyriforme,36.39089887,-96.21758909,2020,4,2
41251302,Physcomitrium pyriforme,39.96494667,-86.19622,2020,4,2
41265563,Physcomitrium pyriforme,43.20026462,-85.3311048,2020,4,2
41290265,Physcomitrium pyriforme,42.09956117,-72.59239167,2020,4,1
41306946,Physcomitrium pyriforme,40.90708051,-74.88921685,2020,4,3
41327850,Physcomitrium pyriforme,40.289614,-74.72147097,2020,4,3
41327860,Physcomitrium pyriforme,40.289627,-74.721445,2020,4,3
41327866,Physcomitrium pyriforme,40.28962597,-74.721496,2020,4,3
41341390,Physcomitrium pyriforme,40.35866892,-90.08393464,2020,4,3
41360645,Physcomitrium pyriforme,40.73918667,-75.56026333,2020,3,24
41388753,Physcomitrium,40.21986667,-75.28421167,2020,4,4
41405219,Physcomitrium pyriforme,35.97602037,-97.03857746,2020,4,4
41442964,Physcomitrium pyriforme,40.6913859,-73.5635312,2020,4,5
41444489,Physcomitrium pyriforme,44.68090748,-63.53378313,2020,4,5
41454738,Physcomitrium pyriforme,40.60248099,-74.53275778,2020,4,5
41456711,Physcomitrium pyriforme,40.27553296,-80.08115474,2020,4,5
41457168,Physcomitrium,38.59444181,-90.5650976,2020,4,5
41461233,Physcomitrium pyriforme,35.65336167,-97.43509667,2020,4,5
41461860,Physcomitrium pyriforme,39.25727461,-80.31109478,2020,4,5
41464182,Physcomitrium pyriforme,39.10795589,-77.11064992,2020,4,4
41466728,Physcomitrium,40.68516167,-73.89125,2020,3,29
41472834,Physcomitrium pyriforme,40.55809444,-90.03511682,2020,4,5
41482831,Physcomitrium pyriforme,30.20296667,-97.70012,2020,4,4
41490946,Physcomitrium,39.00428732,-76.93757521,2020,4,5
41505318,Physcomitrium pyriforme,42.74162923,-83.0261538,2020,4,5
41507566,Physcomitrium,35.96444056,-96.91593914,2020,4,5
41551581,Physcomitrium pyriforme,40.17064296,-76.30029292,2020,4,6
41556248,Physcomitrium,40.3356483,-75.9268747,2020,4,5
41571031,Physcomitrium pyriforme,40.7588598,-81.9534815,2020,4,6
41576994,Physcomitrium pyriforme,38.78350833,-77.07102217,2020,4,2
41610108,Physcomitrium pyriforme,53.15389365,14.69000512,2020,4,6
41611426,Physcomitrium pyriforme,40.41959097,-74.48357033,2020,4,7
41616182,Physcomitrium pyriforme,36.0991574,-78.80785918,2020,4,5
41616202,Physcomitrium pyriforme,36.0993949,-78.8064477,2020,4,5
41616212,Physcomitrium pyriforme,36.09933868,-78.80656828,2020,4,5
41621761,Physcomitrium pyriforme,40.64726619,-73.99166996,2020,4,7
41623381,Physcomitrium pyriforme,43.22565331,-79.90322602,2020,4,7
41623836,Physcomitrium pyriforme,39.84980278,-84.90177778,2020,4,7
41635538,Physcomitrium pyriforme,42.37054337,-71.85103068,2020,4,7
41637846,Physcomitrium pyriforme,43.39546787,-86.34218297,2020,4,7
41644747,Physcomitrium pyriforme,40.27019622,-83.99274661,2020,4,7
41646743,Physcomitrium pyriforme,29.95786687,-97.15298187,2020,4,6
41653787,Physcomitrium pyriforme,32.72544443,-97.15496894,2020,4,7
41669973,Physcomitrium pyriforme,35.503955,-97.55580333,2020,4,7
41679972,Physcomitrium pyriforme,53.84027778,-2.496666667,2020,4,8
41692340,Physcomitrium,42.99619308,-85.72918628,2020,4,8
41692792,Physcomitrium pyriforme,41.78033431,-72.06228883,2020,4,8
